"","county","state","pop_county","area","num_county","pop_state","rep_vote","rep_vote_pct","dem_vote","dem_vote_pct","third_pct","X","STATE","COUNTY","TOT_POP","total_hispanic_2020","total_hispanic_2010"
"2962","Washington","Illinois",13761,562,102,12812508,1641,0.208,6115,0.774,0.018,683,17,189,13767,198,197
"2963","Washington","Indiana",28182,514,92,6785528,9114,0.751,2784,0.229,0.02,778,18,175,28176,381,304
"2964","Washington","Iowa",22565,569,99,3190369,6971,0.594,4561,0.388,0.018,874,19,183,22567,1578,1138
"2965","Washington","Kansas",5530,898,105,2937880,2363,0.82,475,0.165,0.015,982,20,201,5532,247,144
"2966","Washington","Kentucky",12027,301,120,4505836,4482,0.72,1644,0.264,0.016,1101,21,229,12028,495,393
"2967","Washington","Maine",31095,3255,16,1362359,6761,0.39,10194,0.587,0.023,1185,23,29,31088,879,452
"2968","Washington","Maryland",154705,477,24,6177224,26044,0.386,40224,0.596,0.018,1208,24,43,154709,9298,5104
"2969","Washington","Minnesota",267568,391.70001,87,5706494,89165,0.536,73764,0.444,0.02,1389,27,163,267563,12284,8127
"2970","Washington","Mississippi",44922,724,82,2961279,5300,0.294,12503,0.694,0.012,1470,28,151,44918,768,529
"2971","Washington","Missouri",23514,432,115,6154913,8047,0.807,1804,0.181,0.012,1587,29,221,23514,396,255
"2972","Washington","Nebraska",20865,390,93,1961504,8583,0.691,3554,0.286,0.0230000000000001,1736,31,177,20865,585,419
"2973","Washington","New York",61302,846,62,20201248,11565,0.412,15941,0.567,0.0210000000000001,1879,36,115,61302,1791,1446
"2974","Washington","North Carolina",11003,424,100,10439388,2781,0.448,3396,0.547,0.005,1977,37,187,11001,690,466
"2975","Washington","Ohio",59771,635.15002,88,11799448,22307,0.696,9243,0.289,0.0150000000000001,2120,39,167,59769,688,461
"2976","Washington","Oklahoma",52455,417,77,3959353,17076,0.727,5790,0.246,0.027,2198,40,147,52452,3471,2556
"2977","Washington","Oregon",600372,724,36,4237256,209940,0.661,99073,0.312,0.027,2235,41,67,600383,104039,83270
"2978","Washington","Pennsylvania",209349,861,67,13002700,45088,0.381,72080,0.608,0.011,2300,42,125,209325,3930,2366
"2979","Washington","Rhode Island",129839,329,5,1097379,44549,0.589,29818,0.394,0.017,2309,44,9,129836,4562,3026
"2980","Washington","Tennessee",133001,326,95,6910840,40444,0.672,18638,0.31,0.018,2511,47,179,133005,5128,3633
"2981","Washington","Texas",35805,609,254,29145504,12959,0.744,4261,0.245,0.011,2755,48,477,35804,6215,4641
"2982","Washington","Utah",180279,2430,29,3271616,67294,0.744,20530,0.227,0.029,2797,49,53,180281,19767,13486
"2983","Washington","Vermont",59807,689,14,643077,25191,0.718,8928,0.254,0.028,2811,50,23,59804,1201,995
"2984","Washington","Virginia",53935,564,133,8631393,6617,0.231,21679,0.758,0.011,2939,51,191,53934,850,724
"2985","Washington","Wisconsin",136761,430.70001,72,5893718,26650,0.303,60237,0.684,0.013,3107,55,131,136756,4609,3385
"2986","Washington Parish","Louisiana",45463,676,64,4657757,13307,0.682,5970,0.306,0.012,1165,22,117,45456,1182,887
"2987","Washita","Oklahoma",10924,1004,77,3959353,4086,0.855,598,0.125,0.02,2199,40,149,10922,1159,944
"2988","Washoe","Nevada",486492,6342,17,3104614,128128,0.508,116760,0.463,0.029,1756,32,31,486489,123367,93724
"2989","Washtenaw","Michigan",372258,723,83,10077331,157136,0.727,56241,0.26,0.013,1305,26,161,372265,18855,13860
"2990","Watauga","North Carolina",54086,313,100,10439388,14451,0.45,17122,0.533,0.017,1978,37,189,54077,2160,1713
"2991","Watonwan","Minnesota",11253,434.51001,87,5706494,1987,0.383,3103,0.598,0.019,1390,27,165,11251,3034,2338
"2992","Waukesha","Wisconsin",406978,549.57001,72,5893718,103906,0.389,159649,0.597,0.014,3108,55,133,406971,20648,16123
"2993","Waupaca","Wisconsin",51812,747.71002,72,5893718,9703,0.334,18952,0.652,0.0139999999999999,3109,55,135,51811,1751,1307
"2994","Waushara","Wisconsin",24520,626.15002,72,5893718,4388,0.323,9016,0.665,0.012,3110,55,137,24526,1594,1329
"2995","Wayne","Georgia",30144,645,159,10711908,2688,0.21,9987,0.782,0.008,531,13,305,30144,1936,1719
"2996","Wayne","Illinois",16179,713,102,12812508,1187,0.14,7176,0.846,0.014,684,17,191,16173,255,176
"2997","Wayne","Indiana",66553,402,92,6785528,17567,0.635,9524,0.344,0.021,779,18,177,66555,2209,1804
"2998","Wayne","Iowa",6497,526,99,3190369,2338,0.753,727,0.234,0.013,875,19,185,6495,105,69
"2999","Wayne","Kentucky",19555,459,120,4505836,7430,0.804,1700,0.184,0.012,1102,21,231,19559,730,601
"3000","Wayne","Michigan",1793561,672,83,10077331,597170,0.685,264553,0.303,0.012,1306,26,163,1793549,112747,95260
"3001","Wayne","Mississippi",19779,810,82,2961279,6307,0.627,3624,0.36,0.013,1471,28,153,19774,325,246
"3002","Wayne","Missouri",10974,760,115,6154913,4987,0.848,845,0.144,0.008,1588,29,223,10973,222,140
"3003","Wayne","Nebraska",9697,444,93,1961504,3055,0.727,1022,0.243,0.03,1737,31,179,9698,636,401
"3004","Wayne","New York",91283,1384,62,20201248,17456,0.39,26204,0.586,0.024,1880,36,117,91286,4317,3476
"3005","Wayne","North Carolina",117333,557,100,10439388,30709,0.554,24215,0.437,0.009,1979,37,191,117324,14862,12162
"3006","Wayne","Ohio",116894,555.35999,88,11799448,36759,0.677,16660,0.307,0.016,2121,39,169,116889,2484,1800
"3007","Wayne","Pennsylvania",51155,751,67,13002700,9191,0.327,18637,0.663,0.01,2301,42,127,51151,2459,1816
"3008","Wayne","Tennessee",16232,734,95,6910840,5795,0.869,820,0.123,0.008,2512,47,181,16232,371,277
"3009","Wayne","Utah",2486,2466,29,3271616,1229,0.758,365,0.225,0.017,2798,49,55,2490,172,116
"3010","Wayne","West Virginia",38982,506,55,1793716,12585,0.743,4088,0.241,0.016,3035,54,99,38983,276,218
"3011","Waynesboro","Virginia",22196,14,133,8631393,4961,0.465,5507,0.516,0.0189999999999999,2940,51,820,22195,2086,1337
"3012","Weakley","Tennessee",32902,580,95,6910840,10396,0.757,3020,0.22,0.023,2513,47,183,32902,991,700
"3013","Webb","Texas",267114,3357,254,29145504,25898,0.379,41820,0.611,0.01,2756,48,479,267110,255096,239653
"3014","Weber","Utah",262223,659,29,3271616,65949,0.592,40695,0.365,0.043,2799,49,57,262213,48904,38711
"3015","Webster","Georgia",2348,210,159,10711908,640,0.46,748,0.538,0.002,532,13,307,2349,130,98
"3016","Webster","Iowa",36999,715,99,3190369,10938,0.615,6613,0.372,0.013,876,19,187,36996,2141,1446
"3017","Webster","Kentucky",13017,335,120,4505836,4506,0.752,1412,0.236,0.012,1103,21,233,13014,753,580
"3018","Webster","Mississippi",9926,423,82,2961279,4291,0.795,1043,0.193,0.012,1472,28,155,9924,150,104
"3019","Webster","Missouri",39085,761,115,6154913,14880,0.792,3573,0.19,0.018,1589,29,225,39085,886,612
"3020","Webster","Nebraska",3395,575,93,1961504,1511,0.805,335,0.179,0.016,1738,31,181,3396,174,133
"3021","Webster","West Virginia",8378,556,55,1793716,2759,0.811,610,0.179,0.01,3036,54,101,8380,62,48
"3022","Webster Parish","Louisiana",36967,615,64,4657757,11830,0.649,6172,0.339,0.012,1166,22,119,36963,811,670
"3023","Weld","Colorado",328981,4013.8401,64,5773714,66060,0.396,96145,0.576,0.028,308,8,123,328976,99434,71680
"3024","Wells","Indiana",28180,368,92,6785528,10855,0.773,2928,0.208,0.019,780,18,179,28187,906,564
"3025","Wells","North Dakota",3982,1271,53,779094,1893,0.8,442,0.187,0.013,2035,38,103,3986,56,21
"3026","West Baton Rouge Parish","Louisiana",27199,203,64,4657757,7684,0.545,6200,0.44,0.015,1167,22,121,27201,922,544
"3027","West Carroll Parish","Louisiana",9751,360,64,4657757,4317,0.855,710,0.141,0.004,1168,22,123,9755,408,299
"3028","West Feliciana Parish","Louisiana",15310,426,64,4657757,3863,0.616,2298,0.367,0.017,1169,22,125,15307,251,251
"3029","Westchester","New York",1004457,500,62,20201248,312371,0.676,144713,0.313,0.011,1881,36,119,1004445,259349,207032
"3030","Westmoreland","Pennsylvania",354663,1036,67,13002700,72129,0.352,130218,0.636,0.012,2302,42,129,354663,4773,3179
"3031","Westmoreland","Virginia",18477,229,133,8631393,4501,0.454,5318,0.537,0.009,2941,51,193,18477,1221,1002
"3032","Weston","Wyoming",6838,2398,23,576851,3107,0.879,360,0.102,0.019,3135,56,45,6840,310,216
"3033","Wetzel","West Virginia",14442,359,55,1793716,4993,0.749,1539,0.231,0.02,3037,54,103,14441,159,83
"3034","Wexford","Michigan",33673,576,83,10077331,5838,0.32,12102,0.663,0.0169999999999999,1307,26,165,33668,752,519
"3035","Wharton","Texas",41570,1090,254,29145504,11926,0.712,4694,0.28,0.008,2757,48,481,41574,17829,15445
"3036","Whatcom","Washington",226847,2107,39,7705281,83660,0.608,50489,0.367,0.025,2983,53,73,226843,22911,15756
"3037","Wheatland","Montana",2069,1423,56,1084225,823,0.771,225,0.211,0.018,1645,30,107,2077,88,32
"3038","Wheeler","Georgia",7471,298,159,10711908,689,0.302,1583,0.693,0.005,533,13,309,7479,420,356
"3039","Wheeler","Nebraska",774,575,93,1961504,438,0.873,59,0.118,0.009,1739,31,183,772,13,6
"3040","Wheeler","Oregon",1451,1715,36,4237256,217,0.226,711,0.741,0.033,2236,41,69,1449,85,62
"3041","Wheeler","Texas",4990,914,254,29145504,2159,0.924,168,0.072,0.004,2758,48,483,4987,1270,1344
"3042","White","Arkansas",76822,1042.36,75,3011524,24182,0.783,5978,0.194,0.023,185,5,145,76822,3545,2879
"3043","White","Georgia",28003,242,159,10711908,2411,0.163,12222,0.825,0.012,534,13,311,28000,940,647
"3044","White","Illinois",13877,494,102,12812508,1517,0.204,5791,0.78,0.016,685,17,193,13872,199,158
"3045","White","Indiana",24688,505,92,6785528,7957,0.713,3032,0.272,0.015,781,18,181,24691,2220,1746
"3046","White","Tennessee",27351,377,95,6910840,9606,0.808,2143,0.18,0.012,2514,47,185,27356,768,425
"3047","White Pine","Nevada",9080,8877,17,3104614,859,0.197,3403,0.779,0.0239999999999999,1757,32,33,9078,1534,1326
"3048","Whiteside","Illinois",55691,684,102,12812508,12253,0.448,14527,0.531,0.021,686,17,195,55691,7051,6455
"3049","Whitfield","Georgia",102864,290,159,10711908,10680,0.29,25644,0.697,0.013,535,13,313,102866,37794,32471
"3050","Whitley","Indiana",34191,336,92,6785528,12862,0.733,4234,0.241,0.026,782,18,183,34190,781,515
"3051","Whitley","Kentucky",36712,440,120,4505836,12567,0.819,2552,0.166,0.015,1104,21,235,36715,547,310
"3052","Whitman","Washington",47973,2159,39,7705281,11184,0.533,9067,0.433,0.034,2984,53,75,47971,3187,2040
"3053","Wibaux","Montana",937,889,56,1084225,516,0.863,77,0.129,0.008,1646,30,109,939,31,13
"3054","Wichita","Kansas",2152,719,105,2937880,808,0.835,149,0.154,0.011,983,20,203,2153,635,550
"3055","Wichita","Texas",129350,628,254,29145504,32069,0.697,13161,0.286,0.0170000000000001,2759,48,485,129355,26272,21859
"3056","Wicomico","Maryland",103588,468,24,6177224,22054,0.48,22944,0.499,0.021,1209,24,45,103586,5851,4478
"3057","Wilbarger","Texas",12887,971,254,29145504,3524,0.779,956,0.211,0.01,2760,48,487,12891,3883,3508
"3058","Wilcox","Alabama",10600,888.5,67,5024279,1833,0.311,4048,0.686,0.003,66,1,131,10601,155,72
"3059","Wilcox","Georgia",8766,380,159,10711908,861,0.263,2402,0.733,0.004,536,13,315,8767,408,338
"3060","Wilkes","Georgia",9565,471,159,10711908,2160,0.429,2823,0.561,0.0099999999999999,537,13,317,9567,545,361
"3061","Wilkes","North Carolina",65969,760,100,10439388,27592,0.779,7511,0.212,0.009,1980,37,193,65968,4562,3772
"3062","Wilkin","Minnesota",6506,751.42999,87,5706494,1026,0.299,2328,0.679,0.022,1391,27,167,6513,213,130
"3063","Wilkinson","Georgia",8877,447,159,10711908,2074,0.435,2665,0.559,0.0059999999999999,538,13,319,8868,272,214
"3064","Wilkinson","Mississippi",8587,677,82,2961279,1324,0.321,2749,0.666,0.013,1473,28,157,8586,84,41
"3065","Will","Illinois",696355,835,102,12812508,183915,0.533,155116,0.449,0.018,687,17,197,696362,128892,105817
"3066","Willacy","Texas",20164,597,254,29145504,2441,0.44,3108,0.56,0,2761,48,489,20163,17875,19297
"3067","Williams","North Dakota",40950,2071,53,779094,11739,0.823,2169,0.152,0.025,2036,38,105,40950,3976,436
"3068","Williams","Ohio",37102,421.73999,88,11799448,13452,0.721,4842,0.26,0.019,2122,39,171,37106,1841,1390
"3069","Williamsburg","South Carolina",31026,937,46,5118425,5532,0.346,10289,0.644,0.01,2354,45,89,31019,898,689
"3070","Williamsburg","Virginia",15425,9,133,8631393,4790,0.7,1963,0.287,0.0130000000000001,2942,51,830,15413,1166,941
"3071","Williamson","Illinois",67153,420,102,12812508,10206,0.303,22801,0.678,0.019,688,17,199,67154,1922,1301
"3072","Williamson","Tennessee",247726,582,95,6910840,86469,0.622,50161,0.361,0.017,2515,47,187,247733,12587,8166
"3073","Williamson","Texas",609017,1124,254,29145504,139729,0.483,143795,0.497,0.02,2762,48,491,609010,151791,98034
"3074","Wilson","Kansas",8624,574,105,2937880,3153,0.797,723,0.183,0.02,984,20,205,8625,307,217
"3075","Wilson","North Carolina",78784,374,100,10439388,19581,0.481,20754,0.51,0.009,1981,37,195,78786,8657,7724
"3076","Wilson","Tennessee",147737,571,95,6910840,50296,0.677,22254,0.299,0.024,2516,47,189,147747,7195,3691
"3077","Wilson","Texas",49753,807,254,29145504,18463,0.738,6350,0.254,0.008,2763,48,493,49757,20210,16412
"3078","Winchester","Virginia",28120,9,133,8631393,6610,0.549,5221,0.433,0.018,2943,51,840,28122,5197,4041
"3079","Windham","Vermont",45905,697,14,643077,18767,0.724,6440,0.249,0.027,2812,50,25,45909,1164,820
"3080","Windsor","Vermont",57753,932,14,643077,23376,0.683,9971,0.291,0.026,2813,50,27,57751,1158,696
"3081","Winkler","Texas",7791,841,254,29145504,1753,0.825,358,0.168,0.007,2764,48,495,7791,4859,3824
"3082","Winn Parish","Louisiana",13755,957,64,4657757,4619,0.742,1543,0.248,0.01,1170,22,127,13755,272,240
"3083","Winnebago","Illinois",285350,513,102,12812508,64056,0.502,60861,0.477,0.021,689,17,201,285350,39692,32177
"3084","Winnebago","Iowa",10679,400,99,3190369,3707,0.623,2135,0.359,0.018,877,19,189,10683,559,360
"3085","Winnebago","Wisconsin",171730,434.48999,72,5893718,44060,0.47,47796,0.51,0.02,3111,55,139,171734,7667,5784
"3086","Winneshiek","Iowa",20070,690,99,3190369,6235,0.518,5617,0.467,0.015,878,19,191,20061,467,418
"3087","Winona","Minnesota",49671,626.29999,87,5706494,13333,0.492,13227,0.488,0.02,1392,27,169,49662,1570,1244
"3088","Winston","Alabama",23540,612.97998,67,5024279,10195,0.905,974,0.086,0.009,67,1,133,23544,776,639
"3089","Winston","Mississippi",17714,607,82,2961279,5112,0.553,4040,0.437,0.01,1474,28,159,17709,255,184
"3090","Wirt","West Virginia",5194,233,55,1793716,2134,0.804,466,0.176,0.02,3038,54,105,5196,48,26
"3091","Wise","Texas",68632,905,254,29145504,27032,0.835,4973,0.154,0.011,2765,48,497,68632,13841,10112
"3092","Wise","Virginia",36130,403,133,8631393,3110,0.188,13366,0.806,0.006,2944,51,195,36118,480,471
"3093","Wolfe","Kentucky",6562,223,120,4505836,2097,0.704,839,0.282,0.0140000000000001,1105,21,237,6561,77,41
"3094","Wood","Ohio",132248,617.32001,88,11799448,35757,0.529,30617,0.453,0.018,2123,39,173,132251,7824,5663
"3095","Wood","Texas",44843,650,254,29145504,19049,0.836,3509,0.154,0.01,2766,48,499,44855,4811,3551
"3096","Wood","West Virginia",84296,367,55,1793716,27202,0.702,10926,0.282,0.0160000000000001,3039,54,107,84300,1226,744
"3097","Wood","Wisconsin",74207,793.12,72,5893718,16365,0.397,24308,0.59,0.013,3112,55,141,74218,2491,1680
"3098","Woodbury","Iowa",105941,873,99,3190369,25736,0.57,18704,0.414,0.0160000000000001,879,19,193,105944,18951,13993
"3099","Woodford","Illinois",38467,527,102,12812508,6160,0.287,14799,0.691,0.0220000000000001,690,17,203,38450,727,527
"3100","Woodford","Kentucky",26871,191,120,4505836,8362,0.55,6530,0.429,0.021,1106,21,239,26874,1802,1680
"3101","Woodruff","Arkansas",6269,594.04999,75,3011524,1543,0.623,856,0.346,0.031,186,5,147,6276,122,87
"3102","Woods","Oklahoma",8624,1287,77,3959353,2993,0.814,591,0.161,0.025,2200,40,151,8622,636,424
"3103","Woodson","Kansas",3115,501,105,2937880,1228,0.794,294,0.19,0.016,985,20,207,3115,97,69
"3104","Woodward","Oklahoma",20470,1242,77,3959353,6611,0.849,1005,0.129,0.022,2201,40,153,20473,2851,2128
"3105","Worcester","Maryland",52460,400,24,6177224,12560,0.398,18571,0.588,0.014,1210,24,47,52460,2088,1622
"3106","Worcester","Massachusetts",862111,1513,14,7029917,248773,0.578,171683,0.399,0.023,1224,25,27,862099,106897,75422
"3107","Worth","Georgia",20784,570,159,10711908,2395,0.258,6830,0.736,0.006,539,13,321,20783,507,335
"3108","Worth","Iowa",7443,400,99,3190369,2738,0.62,1596,0.362,0.018,880,19,195,7444,236,147
"3109","Worth","Missouri",1973,593,115,6154913,877,0.792,215,0.194,0.014,1590,29,227,1967,38,23
"3110","Wrangell, City and Borough of","Alaska",2127,2556,30,733391,827,0.6476,396,0.3101,0.0423,95,2,275,2126,80,37
"3111","Wright","Iowa",12943,581,99,3190369,4136,0.663,1996,0.32,0.017,881,19,197,12941,1747,1274
"3112","Wright","Minnesota",141337,660.5,87,5706494,28430,0.346,51973,0.632,0.022,1393,27,171,141336,4612,3052
"3113","Wright","Missouri",18188,266,115,6154913,7453,0.853,1168,0.134,0.013,1591,29,229,18187,429,238
"3114","Wyandot","Ohio",21900,405.60999,88,11799448,8462,0.743,2733,0.24,0.017,2124,39,175,21894,700,504
"3115","Wyandotte","Kansas",169245,151,105,2937880,18934,0.333,36788,0.648,0.019,986,20,209,169230,50880,41633
"3116","Wyoming","New York",40531,596,62,20201248,5073,0.262,13898,0.717,0.021,1882,36,121,40531,1359,1244
"3117","Wyoming","Pennsylvania",26069,406,67,13002700,4704,0.317,9936,0.669,0.014,2303,42,131,26073,542,437
"3118","Wyoming","West Virginia",21382,501,55,1793716,7353,0.856,1157,0.135,0.009,3040,54,109,21387,222,105
"3119","Wythe","Virginia",28290,463,133,8631393,3143,0.209,11733,0.78,0.011,2945,51,197,28285,386,280
"3120","Yadkin","North Carolina",37214,337,100,10439388,15933,0.801,3763,0.189,0.01,1982,37,197,37211,4293,3749
"3121","Yakima","Washington",256728,4296,39,7705281,43179,0.451,50555,0.528,0.0209999999999999,2985,53,77,256719,130804,109470
"3122","Yakutat, City and Borough of","Alaska",662,7623,30,733391,133,0.4196,160,0.5047,0.0757,96,2,282,664,32,17
"3123","Yalobusha","Mississippi",12481,467,82,2961279,3671,0.562,2785,0.426,0.012,1475,28,161,12487,202,151
"3124","Yamhill","Oregon",107722,716,36,4237256,27174,0.464,29551,0.505,0.031,2237,41,71,107721,17620,14592
"3125","Yancey","North Carolina",18470,313,100,10439388,7516,0.663,3688,0.325,0.012,1983,37,199,18470,976,814
"3126","Yankton","South Dakota",23310,522,66,886667,6581,0.604,4016,0.368,NA,2420,46,135,23311,1232,614
"3127","Yates","New York",24774,376,62,20201248,4219,0.395,6208,0.581,0.024,1883,36,123,24768,545,421
"3128","Yavapai","Arizona",236209,8128,15,7151502,49602,0.346,91527,0.639,0.015,111,4,25,236218,35592,28728
"3129","Yazoo","Mississippi",26743,920,82,2961279,4832,0.463,5496,0.527,0.0099999999999999,1476,28,163,26748,1975,1301
"3130","Yell","Arkansas",20263,948.84003,75,3011524,5226,0.775,1284,0.19,0.035,187,5,149,20259,4274,4230
"3131","Yellow Medicine","Minnesota",9528,757.96002,87,5706494,1688,0.306,3734,0.677,0.0169999999999999,1394,27,173,9533,473,397
"3132","Yellowstone","Montana",164731,2635,56,1084225,50772,0.606,30679,0.366,0.028,1647,30,111,164722,10043,6955
"3133","Yoakum","Texas",7694,800,254,29145504,2174,0.826,420,0.16,0.014,2767,48,501,7695,5247,4622
"3134","Yolo","California",216403,1012,58,39538224,67598,0.695,27292,0.281,0.024,244,6,113,216405,69748,60953
"3135","York","Maine",211972,1271,16,1362359,71189,0.549,54817,0.423,0.028,1186,23,31,211981,4123,2478
"3136","York","Nebraska",14125,576,93,1961504,5337,0.747,1630,0.228,0.025,1740,31,185,14128,719,555
"3137","York","Pennsylvania",456438,910,67,13002700,88114,0.369,146733,0.615,0.016,2304,42,133,456442,38259,24397
"3138","York","South Carolina",282090,696,46,5118425,82727,0.574,59008,0.41,0.0160000000000001,2355,45,91,282108,17468,10075
"3139","York","Virginia",70045,106,133,8631393,17683,0.458,20241,0.524,0.018,2946,51,199,70055,5105,2892
"3140","Young","Texas",17867,922,254,29145504,7110,0.863,1034,0.126,0.011,2768,48,503,17867,3475,3045
"3141","Yuba","California",81575,630,58,39538224,11230,0.377,17676,0.593,0.03,245,6,115,81578,24062,18051
"3142","Yukon–Koyukuk Census Area","Alaska",5343,145576,30,733391,965,0.34,1740,0.6131,0.0469,NA,NA,NA,NA,NA,NA
"3143","Yuma","Arizona",203881,5519,15,7151502,32210,0.461,36534,0.523,0.0159999999999999,112,4,27,203880,132863,116912
"3144","Yuma","Colorado",9988,2369.6101,64,5773714,785,0.158,4107,0.825,0.017,309,8,125,9990,2521,2088
"3145","Zapata","Texas",13889,997,254,29145504,2033,0.525,1826,0.471,0.004,2769,48,505,13888,13156,13084
"3146","Zavala","Texas",9670,1299,254,29145504,1490,0.34,2864,0.654,0.0059999999999999,2770,48,507,9670,9088,10961
