county,state,pop_county,area,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020,_merge
Beaverhead,Montana,9371,5543,56,1084225,3923,.6929999999999999,1608,.284,.0230000000000001,338,431,Matched (3)
San Luis Obispo,California,282424,3304,58,39538224,88310,.553,67436,.422,.025,55973,67921,Matched (3)
Manitowoc,Wisconsin,81359,589.08002,72,5893718,16818,.376,27218,.608,.016,2565,4050,Matched (3)
Lyman,South Dakota,3718,1640,66,886667,1042,.652,525,.329,,42,45,Matched (3)
Banner,Nebraska,674,746,93,1961504,362,.883,43,.105,.012,26,51,Matched (3)
Neosho,Kansas,15904,572,105,2937880,4970,.723,1796,.261,.016,686,910,Matched (3)
Clay,Kansas,8117,644,105,2937880,3177,.76,894,.214,.026,162,218,Matched (3)
Pipestone,Minnesota,9424,465.89001,87,5706494,1306,.265,3553,.72,.015,355,804,Matched (3)
Nance,Nebraska,3380,441,93,1961504,1437,.786,359,.196,.018,65,60,Matched (3)
Providence,Rhode Island,660741,409,5,1097379,166288,.61,102636,.376,.014,117819,160323,Matched (3)
Ferry,Washington,7178,2204,39,7705281,1486,.342,2771,.637,.0209999999999999,254,210,Matched (3)
Greene,Iowa,8771,568,99,3190369,3223,.638,1769,.35,.012,171,256,Matched (3)
Otsego,Michigan,25091,526,83,10077331,4743,.321,9779,.663,.016,299,446,Matched (3)
Union,New Jersey,575345,103,21,9288994,170245,.673,80002,.316,.011,146704,195519,Matched (3)
McMinn,Tennessee,53276,307,95,6910840,18198,.797,4361,.191,.012,1482,2161,Matched (3)
Nez Perce,Idaho,42090,849,44,1839106,13738,.655,6686,.319,.026,1109,1630,Matched (3)
Henry,Kentucky,15678,289,120,4505836,5843,.721,2142,.264,.015,447,545,Matched (3)
Trumbull,Ohio,201977,616.47998,88,11799448,55194,.547,44519,.441,.012,2801,4179,Matched (3)
Summit,Utah,42357,1882,29,3271616,10252,.393,15244,.584,.023,4190,4737,Matched (3)
Calhoun,South Carolina,14119,392,46,5118425,4305,.519,3905,.471,.01,458,487,Matched (3)
Tulsa,Oklahoma,669279,570,77,3959353,150574,.5649999999999999,108996,.409,.0260000000000001,66582,100049,Matched (3)
Slope,North Dakota,706,1218,53,779094,380,.892,44,.103,.005,12,8,Matched (3)
Warren,Kentucky,134554,545,120,4505836,31791,.574,22479,.406,.02,5174,9441,Matched (3)
Hidalgo,New Mexico,4178,3446,33,2117522,823,.417,1120,.5669999999999999,.016,2769,2390,Matched (3)
Menominee,Wisconsin,4255,357.60999,72,5893718,1303,.819,278,.175,.0060000000000001,178,136,Matched (3)
Tuscaloosa,Alabama,227036,1321.75,67,5024279,51117,.569,37765,.421,.0100000000000001,5949,12298,Matched (3)
Tuscarawas,Ohio,93263,567.58002,88,11799448,30458,.6919999999999999,12889,.293,.0150000000000001,1767,3962,Matched (3)
Custer,Oklahoma,28513,987,77,3959353,8060,.754,2369,.222,.024,3830,5384,Matched (3)
Elko,Nevada,53702,17182,17,3104614,4557,.207,16741,.762,.031,11158,13592,Matched (3)
Onslow,North Carolina,204576,909,100,10439388,46078,.639,24266,.337,.024,17896,27641,Matched (3)
Franklin,Virginia,8180,8,133,8631393,8381,.283,20895,.705,.0120000000000001,1424,1955,Matched (3)
Chesterfield,Virginia,364548,426,133,8631393,106935,.526,93326,.459,.015,22864,40236,Matched (3)
York,South Carolina,282090,696,46,5118425,82727,.574,59008,.41,.0160000000000001,10075,18938,Matched (3)
Ulster,New York,181851,1161,62,20201248,57970,.595,37590,.386,.019,15909,21119,Matched (3)
Anderson,Tennessee,77123,338,95,6910840,23184,.652,11741,.33,.018,1768,2820,Matched (3)
Mahaska,Iowa,22190,571,99,3190369,8297,.729,2894,.254,.017,360,480,Matched (3)
Santa Rosa,Florida,188000,1016,67,21538088,77385,.724,27612,.258,.018,6507,11890,Matched (3)
Rockland,New York,338329,199,62,20201248,75802,.504,73186,.487,.009,48783,66451,Matched (3)
Pittsburg,Oklahoma,43773,1306,77,3959353,13851,.773,3768,.21,.017,1786,2266,Matched (3)
Scott,Kentucky,57155,285,120,4505836,17767,.614,10567,.365,.021,1994,3103,Matched (3)
Smith,Tennessee,19904,314,95,6910840,7136,.788,1802,.199,.013,417,518,Matched (3)
Union,Illinois,17244,413,102,12812508,2579,.29,6161,.6929999999999999,.017,863,867,Matched (3)
Union,Indiana,7087,161,92,6785528,2688,.772,736,.211,.017,82,74,Matched (3)
Campbell,Virginia,55696,504,133,8631393,8070,.271,21245,.713,.016,918,1815,Matched (3)
Latah,Idaho,39517,1077,44,1839106,9472,.46,10236,.498,.042,1326,2073,Matched (3)
Carson City,Nevada,58639,144,17,3104614,12735,.428,16113,.542,.03,11777,14870,Matched (3)
McLean,North Dakota,9771,2110,53,779094,4198,.76,1230,.223,.017,111,148,Matched (3)
Bell,Texas,370647,1059,254,29145504,67893,.533,57014,.448,.019,67010,93467,Matched (3)
Gates,North Carolina,10478,346,100,10439388,3367,.5639999999999999,2546,.427,.0090000000000001,173,201,Matched (3)
Howell,Missouri,39750,928,115,6154913,15181,.8139999999999999,3218,.173,.0130000000000001,697,896,Matched (3)
Robertson,Tennessee,72803,477,95,6910840,24536,.728,8692,.258,.014,3903,6878,Matched (3)
Tucker,West Virginia,6762,419,55,1793716,2841,.739,938,.244,.017,41,56,Matched (3)
Buena Vista,Iowa,20823,575,99,3190369,5056,.62,2961,.363,.017,4608,5925,Matched (3)
Unicoi,Tennessee,17928,186,95,6910840,6599,.794,1615,.194,.012,694,1107,Matched (3)
Anderson,South Carolina,203718,757,46,5118425,67565,.703,27169,.283,.0140000000000001,5447,9574,Matched (3)
Alfalfa,Oklahoma,5699,867,77,3959353,1978,.874,232,.103,.023,224,279,Matched (3)
Nobles,Minnesota,22290,715.39001,87,5706494,2933,.337,5600,.644,.019,4820,7271,Matched (3)
Seminole,Oklahoma,23556,632,77,3959353,6011,.721,2150,.258,.021,903,1176,Matched (3)
Upson,Georgia,27700,326,159,10711908,4203,.326,8606,.667,.0069999999999999,588,633,Matched (3)
Hickory,Missouri,8279,399,115,6154913,3966,.781,1056,.208,.011,91,132,Matched (3)
Lassen,California,32730,4558,58,39538224,2799,.234,8970,.748,.018,6117,7531,Matched (3)
Harper,Kansas,5485,802,105,2937880,2168,.8100000000000001,461,.172,.018,298,425,Matched (3)
Tom Green,Texas,120003,1522,254,29145504,32313,.715,12239,.271,.014,39315,47066,Matched (3)
Dolores,Colorado,2326,1076.9301,64,5773714,341,.235,1089,.752,.013,82,176,Matched (3)
Valley,Idaho,11746,3733,44,1839106,3947,.5590000000000001,2976,.421,.02,386,601,Matched (3)
Nodaway,Missouri,21241,877,115,6154913,6865,.694,2853,.289,.0170000000000001,302,427,Matched (3)
Valley,Nebraska,4059,568,93,1961504,1901,.8120000000000001,412,.176,.012,79,116,Matched (3)
Sarasota,Florida,434006,572,67,21538088,148370,.548,120110,.444,.008,30033,43236,Matched (3)
Hampden,Massachusetts,465825,618,14,7029917,125948,.579,87318,.402,.019,96776,121319,Matched (3)
Crow Wing,Minnesota,66123,996.57001,87,5706494,13726,.343,25676,.641,.016,652,912,Matched (3)
Las Animas,Colorado,14555,4773.27,64,5773714,3497,.439,4284,.538,.0229999999999999,6446,5632,Matched (3)
Wayne,Illinois,16179,713,102,12812508,1187,.14,7176,.846,.014,176,182,Matched (3)
LaSalle,Illinois,109658,1135,102,12812508,22442,.419,30113,.5620000000000001,.0189999999999999,9135,11456,Matched (3)
Vance,North Carolina,42578,270,100,10439388,8391,.4,12431,.593,.007,3051,3717,Matched (3)
Vanderburgh,Indiana,180136,233,92,6785528,41844,.539,34415,.444,.017,3873,6313,Matched (3)
Georgetown,South Carolina,63404,813.54999,46,5118425,20487,.5590000000000001,15822,.431,.01,1867,2225,Matched (3)
Bottineau,North Dakota,6379,1669,53,779094,2575,.744,821,.237,.019,82,141,Matched (3)
Fairfax,Virginia,24146,6,133,8631393,419943,.704,168401,.282,.0140000000000001,3556,4278,Matched (3)
Currituck,North Carolina,28100,526,100,10439388,11657,.723,4195,.26,.017,704,1218,Matched (3)
Oktibbeha,Mississippi,51788,458,82,2961279,9004,.456,10299,.521,.023,683,1268,Matched (3)
Kent,Delaware,181851,800,3,989948,44552,.512,41009,.471,.017,9346,13981,Matched (3)
Adair,Missouri,25314,568,115,6154913,6413,.621,3710,.359,.02,523,661,Matched (3)
Colleton,South Carolina,38604,1133,46,5118425,10440,.541,8602,.446,.013,1094,1380,Matched (3)
Middlesex,New Jersey,863162,311,21,9288994,226250,.604,143467,.383,.013,148975,193687,Matched (3)
Calhoun,West Virginia,6229,281,55,1793716,2364,.796,568,.191,.013,57,48,Matched (3)
Vilas,Wisconsin,23047,856.59998,72,5893718,5903,.385,9261,.604,.011,268,459,Matched (3)
Jefferson,Nebraska,7240,573,93,1961504,2616,.704,1016,.273,.023,200,361,Matched (3)
Schley,Georgia,4547,168,159,10711908,462,.203,1800,.791,.0059999999999999,161,175,Matched (3)
Volusia,Florida,553543,1106,67,21538088,173821,.5649999999999999,130575,.425,.0100000000000001,55217,82652,Matched (3)
Gloucester,Virginia,38711,217,133,8631393,6964,.313,14875,.669,.018,935,1410,Matched (3)
Pawnee,Kansas,6253,754,105,2937880,2045,.747,643,.235,.018,461,522,Matched (3)
Montgomery,Pennsylvania,856553,487,67,13002700,319511,.626,185460,.364,.01,34233,54512,Matched (3)
Crook,Oregon,24738,2980,36,4237256,3801,.247,11287,.734,.019,1463,1803,Matched (3)
DeKalb,Missouri,11029,424,115,6154913,3828,.79,930,.192,.018,219,227,Matched (3)
Baltimore,Maryland,854535,682,24,6177224,258409,.627,146202,.355,.018,33735,61492,Matched (3)
Cass,Minnesota,30066,2017.6,87,5706494,6342,.347,11620,.637,.016,340,426,Matched (3)
York,Nebraska,14125,576,93,1961504,5337,.747,1630,.228,.025,555,839,Matched (3)
Wakulla,Florida,33764,607,67,21538088,12874,.7,5351,.291,.0090000000000001,1016,1577,Matched (3)
Benton,Oregon,95184,676,36,4237256,35827,.6850000000000001,14878,.284,.031,5467,8524,Matched (3)
Skagway Municipality,Alaska,1240,434,30,733391,217,.2275,679,.7117,.0608,21,41,Matched (3)
Claiborne,Tennessee,32043,434,95,6910840,10604,.819,2202,.17,.011,265,490,Matched (3)
Clark,Idaho,790,1765,44,1839106,264,.849,41,.132,.019,398,288,Matched (3)
Polk,Minnesota,31192,1970.37,87,5706494,5439,.349,9865,.634,.017,1720,1999,Matched (3)
Crockett,Texas,3098,2808,254,29145504,1220,.775,344,.219,.006,2352,1920,Matched (3)
Desha,Arkansas,11395,819.52002,75,3011524,1921,.461,2016,.484,.0549999999999999,578,773,Matched (3)
Baylor,Texas,3465,871,254,29145504,1494,.879,183,.108,.013,455,439,Matched (3)
Kaufman,Texas,145310,786,254,29145504,37624,.664,18405,.325,.011,17548,36165,Matched (3)
Posey,Indiana,25222,410,92,6785528,9206,.696,3811,.288,.0160000000000001,248,375,Matched (3)
Denver,Colorado,715522,155.66,64,5773714,313293,.796,71618,.182,.022,190965,199460,Matched (3)
Goochland,Virginia,24727,284,133,8631393,6685,.396,9966,.59,.014,455,862,Matched (3)
Walworth,South Dakota,5315,708,66,886667,1966,.762,565,.219,,39,99,Matched (3)
Walworth,Wisconsin,106478,555.13,72,5893718,22789,.397,33851,.589,.014,10578,12550,Matched (3)
Phelps,Missouri,44638,673,115,6154913,13480,.6889999999999999,5637,.288,.0230000000000001,923,1259,Matched (3)
Gunnison,Colorado,16918,3259.22,64,5773714,7132,.637,3735,.334,.029,1255,1604,Matched (3)
Bradley,Tennessee,108620,329,95,6910840,35204,.768,9851,.215,.017,4664,8461,Matched (3)
Chase,Nebraska,3893,894,93,1961504,1740,.873,226,.113,.014,442,562,Matched (3)
Johnson,Georgia,9189,304,159,10711908,1222,.298,2850,.695,.007,186,117,Matched (3)
Waller,Texas,56794,514,254,29145504,14260,.627,8191,.36,.013,12536,18486,Matched (3)
Warren,Indiana,8440,365,92,6785528,3401,.761,974,.218,.021,70,193,Matched (3)
Walker,Texas,76400,788,254,29145504,15375,.651,7884,.334,.015,11389,16578,Matched (3)
King George,Virginia,26723,180,133,8631393,5404,.382,8446,.596,.022,790,1582,Matched (3)
Lemhi,Idaho,7974,4564,44,1839106,3592,.758,1032,.218,.024,181,295,Matched (3)
Comal,Texas,161501,562,254,29145504,62740,.706,24826,.279,.015,26989,43590,Matched (3)
Washington,Nebraska,20865,390,93,1961504,8583,.6909999999999999,3554,.286,.0230000000000001,419,619,Matched (3)
Shasta,California,182155,3786,58,39538224,30000,.323,60789,.654,.023,14878,19730,Matched (3)
Cass,North Dakota,184525,1766,53,779094,42619,.499,40311,.472,.029,3015,6182,Matched (3)
Kenosha,Wisconsin,169151,271.98999,72,5893718,42193,.477,44972,.508,.015,19592,24546,Matched (3)
Taos,New Mexico,34489,2203,33,2117522,13121,.764,3715,.216,.02,18381,17430,Matched (3)
Clay,Mississippi,18636,409,82,2961279,4181,.41,5844,.574,.0160000000000001,199,186,Matched (3)
Marengo,Alabama,19323,976.88,67,5024279,5343,.491,5488,.504,.005,352,368,Matched (3)
Ellsworth,Kansas,6376,716,105,2937880,2148,.753,648,.227,.02,322,365,Matched (3)
Brooks,Georgia,16301,494,159,10711908,2791,.393,4261,.6,.007,853,955,Matched (3)
Wadena,Minnesota,14065,535.02002,87,5706494,2023,.264,5520,.721,.015,176,273,Matched (3)
Huntingdon,Pennsylvania,44092,889,67,13002700,5445,.239,17061,.749,.012,727,852,Matched (3)
Jefferson,Illinois,37113,571,102,12812508,4608,.265,12476,.717,.018,799,899,Matched (3)
Washburn,Wisconsin,16623,797.10999,72,5893718,3867,.373,6334,.612,.015,208,299,Matched (3)
Williams,Ohio,37102,421.73999,88,11799448,13452,.721,4842,.26,.019,1390,1862,Matched (3)
Washington,Arkansas,245871,951.71997,75,3011524,47504,.504,43824,.465,.031,31458,44755,Matched (3)
Hartley,Texas,5382,1462,254,29145504,1868,.899,195,.094,.007,1448,1631,Matched (3)
Washington,Florida,25318,580,67,21538088,9876,.801,2347,.19,.009,733,924,Matched (3)
Yukon–Koyukuk Census Area,Alaska,5343,145576,30,733391,965,.34,1740,.6131,.0469,66,72,Matched (3)
Page,Virginia,23709,311,133,8631393,3007,.241,9345,.748,.011,373,497,Matched (3)
Logan,Illinois,27987,618,102,12812508,3840,.289,9136,.6870000000000001,.024,893,818,Matched (3)
Washington,Indiana,28182,514,92,6785528,9114,.751,2784,.229,.02,304,400,Matched (3)
Kleberg,Texas,31040,871,254,29145504,5504,.503,5314,.486,.011,22495,21920,Matched (3)
Greeley,Kansas,1284,778,105,2937880,549,.856,78,.122,.022,171,199,Matched (3)
Van Buren,Michigan,75587,1090,83,10077331,16803,.43,21591,.553,.017,7758,8966,Matched (3)
Washington,Maine,31095,3255,16,1362359,6761,.39,10194,.587,.023,452,667,Matched (3)
Union,Oregon,26196,2037,36,4237256,4254,.286,10298,.6929999999999999,.021,1002,1347,Matched (3)
Camas,Idaho,1077,1077,44,1839106,507,.672,149,.198,.1299999999999999,75,59,Matched (3)
Martin,Indiana,9812,336,92,6785528,4029,.783,1011,.197,.02,70,92,Matched (3)
Lincoln,Minnesota,5640,537.03003,87,5706494,937,.301,2121,.6820000000000001,.017,72,107,Matched (3)
Allegheny,Pennsylvania,1250578,745,67,13002700,429065,.596,282324,.392,.012,19070,34325,Matched (3)
Bowie,Texas,92893,888,254,29145504,27116,.709,10747,.281,.01,6062,7602,Matched (3)
Adair,Oklahoma,19495,576,77,3959353,5585,.786,1387,.195,.019,1197,1252,Matched (3)
Sanpete,Utah,28437,1603,29,3271616,10459,.828,1794,.142,.0300000000000001,2619,3043,Matched (3)
Morgan,Georgia,20097,350,159,10711908,3353,.286,8231,.703,.011,494,712,Matched (3)
Brown,Kansas,9508,571,105,2937880,3262,.73,1104,.247,.023,306,352,Matched (3)
Pershing,Nevada,6650,6009,17,3104614,547,.236,1731,.746,.018,1508,1499,Matched (3)
West Carroll Parish,Louisiana,9751,360,64,4657757,4317,.855,710,.141,.004,299,325,Matched (3)
Albany,New York,314848,533,62,20201248,99474,.648,51081,.333,.019,14917,21595,Matched (3)
St. Joseph,Michigan,60939,521,83,10077331,9262,.332,18127,.649,.0189999999999999,4034,5427,Matched (3)
Washington,Utah,180279,2430,29,3271616,67294,.744,20530,.227,.029,13486,20482,Matched (3)
Thurston,Washington,294793,722,39,7705281,96608,.579,65277,.391,.03,17787,29024,Matched (3)
Delaware,New York,44308,1468,62,20201248,9143,.398,13387,.583,.019,1560,1985,Matched (3)
Boone,Arkansas,37373,601.82001,75,3011524,13652,.798,3064,.179,.023,674,973,Matched (3)
Livingston,Michigan,193866,585,83,10077331,48220,.379,76982,.605,.016,3460,5503,Matched (3)
Winkler,Texas,7791,841,254,29145504,1753,.825,358,.168,.007,3824,4732,Matched (3)
Washoe,Nevada,486492,6342,17,3104614,128128,.508,116760,.463,.029,93724,122204,Matched (3)
Colonial Heights,Virginia,18170,8,133,8631393,2972,.326,6007,.659,.0149999999999999,674,1276,Matched (3)
Vernon,Wisconsin,30714,791.58002,72,5893718,7457,.469,8218,.517,.014,394,464,Matched (3)
Madison,Texas,13455,472,254,29145504,4169,.787,1088,.205,.008,2688,3415,Matched (3)
Columbia,Arkansas,22801,766.85999,75,3011524,5500,.638,2814,.327,.035,533,773,Matched (3)
Chippewa,Minnesota,12598,582.79999,87,5706494,2226,.337,4250,.644,.019,611,1243,Matched (3)
Perry,Alabama,8511,719.65997,67,5024279,1339,.256,3860,.739,.005,114,89,Matched (3)
Kenton,Kentucky,169064,163,120,4505836,48129,.586,32271,.393,.021,4225,7741,Matched (3)
Crawford,Illinois,18679,443,102,12812508,2202,.234,7043,.747,.019,362,447,Matched (3)
Dale,Alabama,49326,561.15002,67,5024279,14303,.726,5170,.262,.012,2821,3254,Matched (3)
Mercer,Illinois,15699,561,102,12812508,3280,.369,5418,.609,.022,307,468,Matched (3)
Johnston,Oklahoma,10272,645,77,3959353,3441,.8090000000000001,738,.174,.017,423,581,Matched (3)
Colfax,Nebraska,10582,413,93,1961504,2636,.709,1025,.276,.015,4315,4993,Matched (3)
Roger Mills,Oklahoma,3442,1142,77,3959353,1629,.888,168,.092,.02,165,256,Matched (3)
Douglas,Oregon,111201,5037,36,4237256,19160,.299,43298,.676,.025,5055,6654,Matched (3)
Davidson,Tennessee,715884,502,95,6910840,100218,.324,199703,.645,.0309999999999999,61117,98119,Matched (3)
Columbia,Oregon,52589,657,36,4237256,13835,.432,17150,.536,.032,1987,3070,Matched (3)
Polk,Wisconsin,44977,913.96002,72,5893718,9370,.355,16611,.63,.015,656,947,Matched (3)
San Miguel,Colorado,8072,1290.76,64,5773714,3924,.762,1136,.221,.017,630,882,Matched (3)
Pulaski,Arkansas,399125,807.84003,75,3011524,63687,.375,101947,.6,.025,22168,33153,Matched (3)
Wayne,Tennessee,16232,734,95,6910840,5795,.869,820,.123,.008,277,379,Matched (3)
Cherry,Nebraska,5455,5961,93,1961504,2844,.871,373,.114,.015,95,148,Matched (3)
Talladega,Alabama,82149,736.78003,67,5024279,22235,.624,13138,.369,.007,1671,1779,Matched (3)
Coos,Oregon,64929,1600,36,4237256,14243,.386,21829,.592,.022,3391,4292,Matched (3)
Nelson,Kentucky,46738,423,120,4505836,15703,.676,7188,.309,.015,888,1214,Matched (3)
Berkeley,West Virginia,122076,321,55,1793716,33279,.646,17186,.333,.021,3961,6893,Matched (3)
Lafayette,Florida,8226,543,67,21538088,3128,.855,510,.139,.006,1076,938,Matched (3)
Lipscomb,Texas,3059,932,254,29145504,1205,.891,131,.097,.012,1007,1123,Matched (3)
Wayne,West Virginia,38982,506,55,1793716,12585,.743,4088,.241,.016,218,319,Matched (3)
Webster,Kentucky,13017,335,120,4505836,4506,.752,1412,.236,.012,580,845,Matched (3)
Yuba,California,81575,630,58,39538224,11230,.377,17676,.593,.03,18051,23520,Matched (3)
Grant,Kansas,7352,575,105,2937880,1936,.774,518,.207,.019,3439,3862,Matched (3)
Yellow Medicine,Minnesota,9528,757.96002,87,5706494,1688,.306,3734,.677,.0169999999999999,397,448,Matched (3)
Fulton,Illinois,33609,865,102,12812508,6503,.39,9867,.592,.018,896,738,Matched (3)
Muscogee,Georgia,206922,216,159,10711908,49446,.614,30107,.374,.012,12110,16513,Matched (3)
Erie,Ohio,75622,254.88,88,11799448,22160,.549,17493,.434,.017,2604,3130,Matched (3)
Fleming,Kentucky,15082,351,120,4505836,5534,.783,1474,.209,.008,149,218,Matched (3)
Oceana,Michigan,26659,1307,83,10077331,4944,.352,8892,.632,.016,3629,4108,Matched (3)
Clear Creek,Colorado,9397,396.53,64,5773714,3604,.55,2754,.421,.029,429,648,Matched (3)
Wilkes,Georgia,9565,471,159,10711908,2160,.429,2823,.5610000000000001,.0099999999999999,361,399,Matched (3)
West Feliciana Parish,Louisiana,15310,426,64,4657757,3863,.616,2298,.367,.017,251,651,Matched (3)
Gordon,Georgia,57544,355,159,10711908,4384,.182,19405,.8070000000000001,.011,7738,8957,Matched (3)
Huron,Michigan,31407,2136,83,10077331,5490,.298,12731,.6909999999999999,.011,657,840,Matched (3)
Jefferson,Missouri,226739,657,115,6154913,77046,.66,37523,.322,.018,3408,5552,Matched (3)
Lewis,Tennessee,12582,282,95,6910840,4474,.798,1072,.191,.011,221,326,Matched (3)
Copiah,Mississippi,28368,777,82,2961279,6250,.485,6470,.502,.013,773,1111,Matched (3)
Trimble,Kentucky,8474,149,120,4505836,3227,.747,1012,.234,.019,223,192,Matched (3)
Wharton,Texas,41570,1090,254,29145504,11926,.712,4694,.28,.008,15445,16967,Matched (3)
Jackson,Tennessee,11617,309,95,6910840,4118,.774,1135,.213,.013,164,245,Matched (3)
Wheatland,Montana,2069,1423,56,1084225,823,.771,225,.211,.018,32,68,Matched (3)
Logan,North Dakota,1876,993,53,779094,930,.868,128,.119,.013,12,35,Matched (3)
Wheeler,Nebraska,774,575,93,1961504,438,.873,59,.118,.009,6,20,Matched (3)
Graham,Arizona,38533,4641,15,7151502,4034,.269,10749,.717,.014,11320,11428,Matched (3)
Marion,Alabama,29341,742.28998,67,5024279,12205,.886,1463,.106,.008,632,863,Matched (3)
Ottawa,Ohio,40364,254.95,88,11799448,14628,.609,9008,.375,.016,1755,2059,Matched (3)
Parker,Texas,148222,904,254,29145504,62045,.8149999999999999,13017,.171,.014,12410,19819,Matched (3)
Mason,Kentucky,17120,241,120,4505836,5477,.6879999999999999,2362,.297,.0150000000000001,248,356,Matched (3)
