county,state,pop_county,num_county,pop_state,rep_vote,rep_vote_pct,dem_vote,dem_vote_pct,third_pct,total_hispanic_2010,total_hispanic_2020
LaSalle Parish,Louisiana,14791,64,4657757,6378,.901,638,.09,.009,,1402
St. James Parish,Louisiana,20192,64,4657757,5954,.473,6510,.517,.01,256,343
Claiborne Parish,Louisiana,14170,64,4657757,3770,.573,2731,.415,.0120000000000001,171,479
Ouachita Parish,Louisiana,160368,64,4657757,42255,.611,25913,.375,.014,2760,5658
Lafayette Parish,Louisiana,241753,64,4657757,72519,.633,39685,.347,.02,8597,15983
Jackson Parish,Louisiana,15031,64,4657757,5394,.707,2143,.281,.012,209,468
Vermilion Parish,Louisiana,57359,64,4657757,21930,.803,5009,.183,.014,1381,2296
Iberville Parish,Louisiana,30241,64,4657757,7893,.472,8514,.509,.019,664,1418
Caddo Parish,Louisiana,237848,64,4657757,48021,.458,55110,.525,.017,6129,8381
Caldwell Parish,Louisiana,9645,64,4657757,3976,.835,745,.156,.009,222,221
Ascension Parish,Louisiana,126500,64,4657757,40687,.653,20399,.327,.02,5024,10383
West Baton Rouge Parish,Louisiana,27199,64,4657757,7684,.545,6200,.44,.015,544,1244
Richland Parish,Louisiana,20043,64,4657757,6607,.665,3225,.324,.011,332,400
Jefferson Davis Parish,Louisiana,32250,64,4657757,11423,.77,3208,.216,.014,538,734
Rapides Parish,Louisiana,130023,64,4657757,38347,.651,19475,.331,.018,3418,5090
Pointe Coupee Parish,Louisiana,20758,64,4657757,7503,.606,4683,.379,.015,492,625
Union Parish,Louisiana,21107,64,4657757,8407,.751,2654,.237,.012,943,1135
Crenshaw,Alabama,13194,67,5024279,4864,.736,1700,.257,.007,204,187
Jefferson,Alabama,674721,67,5024279,138843,.428,181688,.5610000000000001,.011,25488,34856
Chambers,Alabama,34772,67,5024279,8753,.574,6365,.417,.0090000000000001,536,1237
Perry,Alabama,8511,67,5024279,1339,.256,3860,.739,.005,114,89
Lamar,Alabama,13972,67,5024279,6174,.859,978,.136,.005,180,208
Elmore,Alabama,87977,67,5024279,30164,.737,10367,.253,.01,2129,2793
Lowndes,Alabama,10311,67,5024279,1836,.269,4972,.728,.003,87,140
Butler,Alabama,19051,67,5024279,5458,.576,3965,.418,.0060000000000001,191,260
Fayette,Alabama,16321,67,5024279,7300,.834,1395,.159,.007,204,396
Clay,Alabama,14236,67,5024279,5601,.8090000000000001,1267,.183,.008,399,449
Randolph,Alabama,21967,67,5024279,8559,.791,2203,.204,.005,649,605
Dale,Alabama,49326,67,5024279,14303,.726,5170,.262,.012,2821,3254
Mobile,Alabama,414809,67,5024279,101243,.554,79474,.435,.011,9936,13425
Autauga,Alabama,58805,67,5024279,19838,.716,7503,.271,.013,1310,2117
Tuscaloosa,Alabama,227036,67,5024279,51117,.569,37765,.421,.0100000000000001,5949,12298
Baldwin,Alabama,231767,67,5024279,83544,.764,24578,.225,.011,7992,12686
Conecuh,Alabama,11597,67,5024279,3442,.534,2966,.461,.0049999999999999,161,256
Monroe,Alabama,19772,67,5024279,6147,.577,4455,.418,.0050000000000001,220,207
Marengo,Alabama,19323,67,5024279,5343,.491,5488,.504,.005,352,368
Lauderdale,Alabama,93564,67,5024279,31721,.718,11915,.27,.012,2082,3078
Houston,Alabama,107202,67,5024279,32618,.708,12917,.28,.012,2995,4481
Bibb,Alabama,22293,67,5024279,7525,.785,1986,.207,.008,406,740
Cullman,Alabama,87866,67,5024279,36880,.883,4478,.107,.01,3454,4146
Morgan,Alabama,123421,67,5024279,39664,.74,13234,.247,.013,9156,12377
Marion,Alabama,29341,67,5024279,12205,.886,1463,.106,.008,632,863
Lawrence,Alabama,33073,67,5024279,12322,.77,3562,.222,.008,574,895
Tallapoosa,Alabama,41311,67,5024279,14963,.714,5859,.28,.006,1042,1144
Coosa,Alabama,10387,67,5024279,3631,.663,1796,.328,.009,230,201
Henry,Alabama,17146,67,5024279,6607,.712,2606,.281,.007,389,334
Marshall,Alabama,97612,67,5024279,33191,.839,5943,.15,.011,11238,15658
Montgomery,Alabama,228954,67,5024279,33311,.337,64529,.653,.01,8314,10684
Wilcox,Alabama,10600,67,5024279,1833,.311,4048,.6860000000000001,.003,72,112
Lee,Alabama,174241,67,5024279,42221,.594,27860,.392,.014,4571,9135
Geneva,Alabama,26659,67,5024279,10848,.866,1595,.127,.007,920,1296
Walker,Alabama,65342,67,5024279,26002,.836,4834,.155,.009,1307,2152
Cherokee,Alabama,24971,67,5024279,10583,.861,1624,.132,.007,320,400
Madison,Alabama,388153,67,5024279,102780,.53,87286,.45,.02,15404,24936
Talladega,Alabama,82149,67,5024279,22235,.624,13138,.369,.007,1671,1779
Colbert,Alabama,57227,67,5024279,19203,.6899999999999999,8343,.3,.0100000000000001,1093,1732
Choctaw,Alabama,12665,67,5024279,4296,.576,3127,.419,.0050000000000001,73,113
Greene,Alabama,7730,67,5024279,875,.184,3884,.8149999999999999,.0010000000000001,69,61
Sumter,Alabama,12345,67,5024279,1598,.254,4648,.74,.006,86,131
Barbour,Alabama,25223,67,5024279,5622,.535,4816,.458,.007,1387,1510
Coffee,Alabama,53465,67,5024279,16899,.76,5076,.228,.012,3180,4887
Limestone,Alabama,103570,67,5024279,34640,.706,13672,.279,.015,4591,7248
Dallas,Alabama,38462,67,5024279,5524,.31,12230,.6850000000000001,.0049999999999999,309,296
Escambia,Alabama,36757,67,5024279,10869,.6840000000000001,4918,.31,.0059999999999999,718,751
Washington,Alabama,15388,67,5024279,6564,.74,2258,.255,.005,151,138
Bullock,Alabama,10357,67,5024279,1146,.249,3446,.747,.004,777,503
Franklin,Alabama,32113,67,5024279,10376,.826,2086,.166,.008,4710,6259
Winston,Alabama,23540,67,5024279,10195,.905,974,.086,.009,639,815
Jackson,Alabama,52579,67,5024279,19670,.834,3717,.158,.008,1339,1681
Shelby,Alabama,223024,67,5024279,79700,.696,33268,.291,.0130000000000001,11567,16460
Russell,Alabama,59183,67,5024279,9864,.463,11228,.527,.0099999999999999,1946,3195
Cleburne,Alabama,15056,67,5024279,6484,.898,675,.094,.008,307,284
Clarke,Alabama,23087,67,5024279,7324,.5580000000000001,5755,.438,.0039999999999999,271,206
Pickens,Alabama,19123,67,5024279,5594,.579,4022,.417,.0040000000000001,313,1053
DeKalb,Alabama,71608,67,5024279,24767,.845,4281,.146,.009,9690,11744
Hale,Alabama,14785,67,5024279,3192,.404,4663,.591,.005,140,149
Macon,Alabama,19532,67,5024279,1541,.177,7108,.8169999999999999,.006,232,361
Blount,Alabama,59134,67,5024279,24711,.897,2640,.096,.007,4626,5771
Etowah,Alabama,103436,67,5024279,35528,.746,11567,.243,.011,3447,4895
St. Clair,Alabama,91103,67,5024279,36166,.8149999999999999,7744,.175,.0100000000000001,1716,2575
Chilton,Alabama,45014,67,5024279,16085,.834,3073,.159,.007,3420,4418
Covington,Alabama,37570,67,5024279,14586,.838,2721,.156,.006,483,654
Pike,Alabama,33009,67,5024279,8042,.582,5636,.408,.0100000000000001,730,905
Calhoun,Alabama,116441,67,5024279,35101,.6899999999999999,15216,.299,.0110000000000001,3893,5010
Marion,South Carolina,29183,46,5118425,5711,.388,8872,.603,.009,791,710
Abbeville,South Carolina,24295,46,5118425,8215,.661,4101,.33,.009,255,423
Lancaster,South Carolina,96016,46,5118425,30312,.608,18937,.38,.012,3384,6294
Greenville,South Carolina,525534,46,5118425,150021,.581,103030,.399,.02,36495,58025
Calhoun,South Carolina,14119,46,5118425,4305,.519,3905,.471,.01,458,487
Darlington,South Carolina,62905,46,5118425,16832,.519,15220,.47,.011,1140,1396
Dillon,South Carolina,28292,46,5118425,6582,.502,6436,.491,.007,833,856
Oconee,South Carolina,78607,46,5118425,29698,.73,10414,.256,.014,3349,4384
Florence,South Carolina,137059,46,5118425,32615,.506,31153,.483,.011,3030,4283
Kershaw,South Carolina,65403,46,5118425,20471,.609,12699,.378,.013,2298,3466
Clarendon,South Carolina,31144,46,5118425,8361,.5,8250,.493,.007,899,907
Colleton,South Carolina,38604,46,5118425,10440,.541,8602,.446,.013,1094,1380
Beaufort,South Carolina,187117,46,5118425,53194,.544,43419,.444,.012,19567,23411
Marlboro,South Carolina,26667,46,5118425,5044,.441,6290,.55,.0089999999999999,800,575
Barnwell,South Carolina,20589,46,5118425,5492,.532,4720,.457,.011,411,520
Chesterfield,South Carolina,43273,46,5118425,11297,.598,7431,.394,.008,1666,2086
Spartanburg,South Carolina,327997,46,5118425,93560,.629,52926,.356,.015,16658,27732
Williamsburg,South Carolina,31026,46,5118425,5532,.346,10289,.644,.01,689,619
Laurens,South Carolina,67539,46,5118425,20004,.656,10159,.333,.011,2729,4147
Chester,South Carolina,32294,46,5118425,8660,.55,6941,.441,.009,479,795
York,South Carolina,282090,46,5118425,82727,.574,59008,.41,.0160000000000001,10075,18938
Orangeburg,South Carolina,84223,46,5118425,13603,.33,27295,.662,.0079999999999999,1767,1967
Horry,South Carolina,351029,46,5118425,118821,.661,59180,.329,.01,16683,24304
Greenwood,South Carolina,69351,46,5118425,19431,.607,12145,.379,.014,3789,4749
Allendale,South Carolina,8039,46,5118425,835,.232,2718,.756,.012,239,194
Edgefield,South Carolina,25657,46,5118425,8184,.615,4953,.372,.013,1414,1371
Richland,South Carolina,416147,46,5118425,58313,.301,132570,.6840000000000001,.015,18637,26095
Charleston,South Carolina,408235,46,5118425,93297,.426,121485,.555,.019,18877,29280
Dorchester,South Carolina,161540,46,5118425,41913,.542,33824,.438,.02,6075,10861
Berkeley,South Carolina,229861,46,5118425,57397,.549,45223,.433,.018,10755,20328
Aiken,South Carolina,168808,46,5118425,51589,.606,32275,.379,.015,7824,11526
Anderson,South Carolina,203718,46,5118425,67565,.703,27169,.283,.0140000000000001,5447,9574
Lexington,South Carolina,293991,46,5118425,92817,.642,49301,.341,.017,14529,21797
McCormick,South Carolina,9526,46,5118425,2958,.519,2687,.472,.009,81,123
Georgetown,South Carolina,63404,46,5118425,20487,.5590000000000001,15822,.431,.01,1867,2225
Hampton,South Carolina,18561,46,5118425,3906,.42,5323,.572,.0080000000000001,744,666
Fairfield,South Carolina,20948,46,5118425,4625,.381,7382,.608,.011,374,423
Bamberg,South Carolina,13311,46,5118425,2417,.373,4010,.619,.008,258,141
Cherokee,South Carolina,56216,46,5118425,18043,.714,6983,.276,.01,2032,2777
Jasper,South Carolina,28791,46,5118425,7078,.492,7185,.499,.009,3752,5079
Union,South Carolina,27244,46,5118425,8183,.617,4935,.372,.011,282,438
Lee,South Carolina,16531,46,5118425,3008,.357,5329,.632,.011,334,295
Newberry,South Carolina,37719,46,5118425,11443,.614,6958,.373,.013,2690,3305
Sumter,South Carolina,105556,46,5118425,21000,.429,27379,.5600000000000001,.0109999999999999,3532,4302
Saluda,South Carolina,18862,46,5118425,6210,.67,2963,.319,.011,2857,3012
Pickens,South Carolina,131404,46,5118425,42907,.746,13645,.237,.017,3743,6572
Carlton,Minnesota,36207,87,5706494,10098,.497,9791,.482,.021,484,612
Nobles,Minnesota,22290,87,5706494,2933,.337,5600,.644,.019,4820,7271
Mower,Minnesota,40029,87,5706494,8899,.461,10025,.519,.0199999999999999,4138,5081
Redwood,Minnesota,15425,87,5706494,2355,.285,5771,.698,.0170000000000001,335,496
Freeborn,Minnesota,30895,87,5706494,6889,.41,9578,.57,.0200000000000001,2750,3183
Dodge,Minnesota,20867,87,5706494,4079,.336,7783,.64,.0239999999999999,915,1057
Stearns,Minnesota,158292,87,5706494,31879,.377,50959,.602,.021,4190,6951
Olmsted,Minnesota,162847,87,5706494,49491,.543,39692,.436,.021,6081,9196
St. Louis,Minnesota,200231,87,5706494,67704,.5679999999999999,49017,.411,.0210000000000001,2409,3603
Yellow Medicine,Minnesota,9528,87,5706494,1688,.306,3734,.677,.0169999999999999,397,448
Pennington,Minnesota,13992,87,5706494,2568,.354,4532,.624,.022,380,671
Kanabec,Minnesota,16032,87,5706494,2774,.301,6278,.681,.018,214,238
Carver,Minnesota,106922,87,5706494,30774,.465,34009,.514,.0209999999999999,3515,5308
Fillmore,Minnesota,21228,87,5706494,4551,.376,7301,.603,.021,207,341
Roseau,Minnesota,15331,87,5706494,2188,.26,6065,.721,.019,116,238
Faribault,Minnesota,13921,87,5706494,2531,.321,5191,.658,.021,817,1013
Isanti,Minnesota,41135,87,5706494,7138,.295,16491,.6830000000000001,.022,582,896
Marshall,Minnesota,9040,87,5706494,1295,.254,3721,.729,.017,337,390
Chisago,Minnesota,56621,87,5706494,11806,.342,21916,.635,.0229999999999999,835,1451
Dakota,Minnesota,439882,87,5706494,146155,.5590000000000001,109638,.42,.021,23966,36305
Hennepin,Minnesota,1281565,87,5706494,532623,.707,205973,.273,.02,77676,98250
Koochiching,Minnesota,12062,87,5706494,2659,.385,4131,.598,.017,147,167
Traverse,Minnesota,3360,87,5706494,661,.355,1172,.629,.016,50,197
Mille Lacs,Minnesota,26459,87,5706494,4404,.3,9952,.679,.0209999999999999,377,481
Crow Wing,Minnesota,66123,87,5706494,13726,.343,25676,.641,.016,652,912
Stevens,Minnesota,9671,87,5706494,1922,.379,3044,.601,.02,337,986
Lyon,Minnesota,25269,87,5706494,4634,.36,7979,.62,.02,1541,1744
Wilkin,Minnesota,6506,87,5706494,1026,.299,2328,.679,.022,130,211
Clearwater,Minnesota,8524,87,5706494,1260,.268,3372,.718,.014,120,101
Norman,Minnesota,6441,87,5706494,1404,.409,1953,.569,.022,276,288
McLeod,Minnesota,36771,87,5706494,6413,.307,13986,.67,.023,1811,2555
Waseca,Minnesota,18968,87,5706494,3496,.337,6624,.639,.024,985,1271
Martin,Minnesota,20025,87,5706494,3305,.301,7480,.681,.018,744,1320
Wright,Minnesota,141337,87,5706494,28430,.346,51973,.632,.022,3052,4697
Le Sueur,Minnesota,28674,87,5706494,5672,.338,10775,.642,.0199999999999999,1444,1872
Becker,Minnesota,35183,87,5706494,6589,.34,12438,.643,.0169999999999999,398,575
Lac qui Parle,Minnesota,6719,87,5706494,1446,.359,2528,.627,.014,108,202
Beltrami,Minnesota,46228,87,5706494,11426,.473,12188,.505,.022,676,1108
Anoka,Minnesota,363887,87,5706494,100893,.479,104902,.498,.023,12020,19506
Winona,Minnesota,49671,87,5706494,13333,.492,13227,.488,.02,1244,1889
Sibley,Minnesota,14836,87,5706494,2417,.286,5864,.695,.019,1098,1315
Washington,Minnesota,267568,87,5706494,89165,.536,73764,.444,.02,8127,13094
Rock,Minnesota,9704,87,5706494,1556,.298,3583,.6850000000000001,.0169999999999999,197,364
Grant,Minnesota,6074,87,5706494,1300,.356,2269,.622,.022,94,135
Ramsey,Minnesota,552352,87,5706494,211620,.718,77376,.262,.02,36483,45034
Nicollet,Minnesota,34454,87,5706494,9622,.505,9018,.473,.022,1226,1800
Itasca,Minnesota,45014,87,5706494,10786,.407,15239,.575,.018,417,618
Blue Earth,Minnesota,69112,87,5706494,18330,.51,16731,.465,.025,1586,3221
Brown,Minnesota,25912,87,5706494,4753,.326,9552,.654,.0199999999999999,860,1171
Scott,Minnesota,150928,87,5706494,40040,.456,45872,.523,.021,5771,9008
Sherburne,Minnesota,97183,87,5706494,18065,.326,36222,.653,.0209999999999999,1941,2820
Lincoln,Minnesota,5640,87,5706494,937,.301,2121,.6820000000000001,.017,72,107
Jackson,Minnesota,9989,87,5706494,1745,.3,3948,.679,.0209999999999999,277,401
Morrison,Minnesota,34010,87,5706494,4367,.224,14821,.759,.017,402,633
Meeker,Minnesota,23400,87,5706494,3867,.287,9359,.6929999999999999,.0200000000000001,767,950
Douglas,Minnesota,39006,87,5706494,7868,.326,15799,.655,.0189999999999999,341,815
Red Lake,Minnesota,3935,87,5706494,691,.316,1454,.664,.0199999999999999,101,103
Swift,Minnesota,9838,87,5706494,1784,.344,3316,.64,.016,350,662
Wadena,Minnesota,14065,87,5706494,2023,.264,5520,.721,.015,176,273
Benton,Minnesota,41379,87,5706494,7280,.328,14382,.647,.0249999999999999,632,1216
Mahnomen,Minnesota,5411,87,5706494,1112,.483,1142,.496,.021,99,154
Cass,Minnesota,30066,87,5706494,6342,.347,11620,.637,.016,340,426
Pipestone,Minnesota,9424,87,5706494,1306,.265,3553,.72,.015,355,804
Lake of the Woods,Minnesota,3763,87,5706494,671,.279,1704,.709,.012,35,56
Watonwan,Minnesota,11253,87,5706494,1987,.383,3103,.598,.019,2338,3227
Houston,Minnesota,18843,87,5706494,4853,.425,6334,.555,.0199999999999999,132,243
Todd,Minnesota,25262,87,5706494,3286,.248,9753,.737,.015,1288,2208
Kandiyohi,Minnesota,43732,87,5706494,8440,.362,14437,.619,.019,4710,5916
Renville,Minnesota,14723,87,5706494,2496,.308,5467,.674,.0179999999999999,1046,1319
Murray,Minnesota,8179,87,5706494,1449,.297,3363,.6889999999999999,.0140000000000001,242,382
Pope,Minnesota,11308,87,5706494,2477,.354,4417,.63,.016,95,191
Hubbard,Minnesota,21344,87,5706494,4462,.345,8202,.634,.021,327,489
Kittson,Minnesota,4207,87,5706494,1006,.383,1546,.588,.029,69,83
Otter Tail,Minnesota,60081,87,5706494,11958,.329,23800,.655,.016,1490,2216
Chippewa,Minnesota,12598,87,5706494,2226,.337,4250,.644,.019,611,1243
Steele,Minnesota,37406,87,5706494,7917,.376,12656,.6,.024,2282,3140
Big Stone,Minnesota,5166,87,5706494,1053,.355,1863,.627,.018,41,140
Polk,Minnesota,31192,87,5706494,5439,.349,9865,.634,.017,1720,1999
Cook,Minnesota,5600,87,5706494,2496,.659,1203,.318,.023,58,123
Wabasha,Minnesota,21387,87,5706494,4696,.359,8153,.623,.018,592,708
Lake,Minnesota,10905,87,5706494,3647,.508,3393,.472,.02,80,113
Pine,Minnesota,28876,87,5706494,5419,.339,10256,.642,.019,723,713
Cottonwood,Minnesota,11517,87,5706494,1834,.301,4165,.6830000000000001,.016,720,1115
Aitkin,Minnesota,15697,87,5706494,3607,.36,6258,.625,.015,151,220
Rice,Minnesota,67097,87,5706494,17402,.489,17464,.49,.021,5122,6783
Goodhue,Minnesota,47582,87,5706494,11806,.413,16052,.5620000000000001,.0249999999999999,1342,1797
Clay,Minnesota,65318,87,5706494,16357,.509,15043,.468,.023,2056,3011
Moffat,Colorado,13292,64,5773714,1203,.171,5670,.8070000000000001,.0219999999999999,1985,2124
Ouray,Colorado,4874,64,5773714,2365,.588,1577,.392,.02,196,292
Kit Carson,Colorado,7087,64,5773714,662,.171,3144,.8120000000000001,.0169999999999999,1574,1409
Logan,Colorado,21528,64,5773714,2218,.211,8087,.768,.021,3551,3511
Morgan,Colorado,29111,64,5773714,3876,.282,9593,.698,.02,9506,10566
Las Animas,Colorado,14555,64,5773714,3497,.439,4284,.538,.0229999999999999,6446,5632
Boulder,Colorado,330758,64,5773714,159089,.772,42501,.206,.022,39276,48168
San Miguel,Colorado,8072,64,5773714,3924,.762,1136,.221,.017,630,882
Lake,Colorado,7436,64,5773714,2303,.581,1497,.378,.041,2858,2662
Otero,Colorado,18690,64,5773714,3605,.376,5756,.601,.023,7596,7702
Jefferson,Colorado,582910,64,5773714,218396,.579,148417,.393,.028,76445,91514
Pitkin,Colorado,17358,64,5773714,8989,.752,2780,.232,.016,1561,1892
Chaffee,Colorado,19476,64,5773714,7160,.522,6222,.454,.024,1678,1841
Bent,Colorado,5650,64,5773714,732,.322,1503,.661,.0169999999999999,1985,1760
Costilla,Colorado,3499,64,5773714,1311,.626,741,.354,.02,2327,1988
Jackson,Colorado,1379,64,5773714,175,.2,681,.777,.023,150,138
La Plata,Colorado,55638,64,5773714,20548,.576,14233,.399,.025,6056,7008
Cheyenne,Colorado,1748,64,5773714,131,.115,993,.874,.011,178,206
Park,Colorado,17390,64,5773714,4903,.399,6991,.569,.032,783,1235
Garfield,Colorado,61685,64,5773714,15427,.499,14717,.476,.025,15978,19564
Delta,Colorado,31196,64,5773714,5887,.304,13081,.675,.0209999999999999,4345,4329
Rio Grande,Colorado,11539,64,5773714,2495,.396,3660,.58,.024,5086,4609
Yuma,Colorado,9988,64,5773714,785,.158,4107,.825,.017,2088,2771
Broomfield,Colorado,74112,64,5773714,29077,.624,16295,.349,.027,6216,9919
Baca,Colorado,3506,64,5773714,317,.142,1867,.839,.019,348,346
Grand,Colorado,15717,64,5773714,4710,.477,4883,.495,.028,1116,1533
Montrose,Colorado,42679,64,5773714,7687,.308,16770,.673,.0189999999999999,8127,9027
Conejos,Colorado,7461,64,5773714,1959,.452,2286,.528,.02,4620,3779
Weld,Colorado,328981,64,5773714,66060,.396,96145,.576,.028,71680,98462
Washington,Colorado,4817,64,5773714,369,.123,2595,.863,.014,407,516
Denver,Colorado,715522,64,5773714,313293,.796,71618,.182,.022,190965,199460
Clear Creek,Colorado,9397,64,5773714,3604,.55,2754,.421,.029,429,648
Saguache,Colorado,6368,64,5773714,1884,.556,1413,.417,.027,2452,2394
Eagle,Colorado,55731,64,5773714,18588,.638,9892,.339,.023,15689,16858
Crowley,Colorado,5922,64,5773714,437,.25,1271,.726,.024,1686,1608
Kiowa,Colorado,1446,64,5773714,98,.109,795,.88,.011,78,104
Mesa,Colorado,155703,64,5773714,31536,.348,56894,.628,.024,19552,23278
Phillips,Colorado,4530,64,5773714,486,.196,1958,.788,.016,830,1155
Dolores,Colorado,2326,64,5773714,341,.235,1089,.752,.013,82,176
El Paso,Colorado,730395,64,5773714,161941,.427,202828,.535,.0379999999999999,93665,129984
Montezuma,Colorado,25849,64,5773714,5836,.377,9306,.6,.023,2818,3109
Huerfano,Colorado,6820,64,5773714,2076,.471,2203,.5,.029,2368,2130
Teller,Colorado,24710,64,5773714,5278,.312,11241,.664,.0239999999999999,1294,1716
Gunnison,Colorado,16918,64,5773714,7132,.637,3735,.334,.029,1255,1604
Prowers,Colorado,11999,64,5773714,1458,.262,4008,.721,.017,4417,4680
Arapahoe,Colorado,655070,64,5773714,213607,.61,127323,.364,.026,105522,135729
Douglas,Colorado,357978,64,5773714,104653,.452,121270,.524,.024,21392,34110
Gilpin,Colorado,5808,64,5773714,2223,.531,1833,.438,.031,267,380
Rio Blanco,Colorado,6529,64,5773714,561,.152,3061,.829,.019,665,622
Archuleta,Colorado,13359,64,5773714,3738,.409,5189,.5669999999999999,.024,2148,2159
Adams,Colorado,519572,64,5773714,134202,.5669999999999999,95657,.404,.029,167878,216649
Summit,Colorado,31055,64,5773714,12631,.6840000000000001,5322,.288,.028,3989,5335
Routt,Colorado,24829,64,5773714,10582,.627,5925,.351,.022,1600,2200
Elbert,Colorado,26062,64,5773714,4490,.237,14027,.739,.024,1234,2067
Fremont,Colorado,48939,64,5773714,7369,.288,17517,.6850000000000001,.0269999999999999,5770,6049
Custer,Colorado,4704,64,5773714,1112,.306,2474,.681,.0129999999999999,200,178
Alamosa,Colorado,16376,64,5773714,3759,.481,3813,.488,.031,7110,7701
Pueblo,Colorado,168162,64,5773714,43772,.496,42252,.479,.025,65811,69921
Hinsdale,Colorado,788,64,5773714,255,.403,353,.5590000000000001,.0379999999999999,24,30
Mineral,Colorado,865,64,5773714,317,.419,427,.5649999999999999,.016,21,47
Sedgwick,Colorado,2404,64,5773714,301,.208,1121,.775,.017,289,363
San Juan,Colorado,705,64,5773714,342,.609,202,.359,.032,84,90
Larimer,Colorado,359066,64,5773714,126120,.5620000000000001,91489,.408,.03,31628,44662
Lincoln,Colorado,5675,64,5773714,470,.177,2135,.805,.0179999999999999,683,809
